PARTICIPANT,ITEM,FCTASG,FCFTAGR,EPT,GROUP,Frequent,number,LIKERT,MINT
L2SPAN036,respiracion,0,0,0,L2SPANISH,nf,s,1,13
L2SPAN036,hermandad,0,1,1,L2SPANISH,nf,s,2,13
L2SPAN036,inundaciones,1,1,0,L2SPANISH,nf,p,2,13
L2SPAN036,respiraciones,0,0,1,L2SPANISH,nf,p,4,13
L2SPAN036,habitaciones,0,0,1,L2SPANISH,f,p,5,13
L2SPAN036,soledades,0,1,0,L2SPANISH,nf,p,2,13
L2SPAN036,habitacion,1,1,0,L2SPANISH,f,s,5,13
L2SPAN036,oraciones,0,0,0,L2SPANISH,f,p,6,13
L2SPAN036,soledad,1,1,0,L2SPANISH,nf,s,2,13
L2SPAN036,ciudades,1,0,1,L2SPANISH,f,p,6,13
L2SPAN036,inundacion,0,0,0,L2SPANISH,nf,s,3,13
L2SPAN036,canciones,1,0,1,L2SPANISH,f,p,7,13
L2SPAN037,ciudad,1,1,1,L2SPANISH,f,s,6,16
L2SPAN037,hermandades,0,0,0,L2SPANISH,nf,p,3,16
L2SPAN037,oracion,0,0,0,L2SPANISH,f,s,6,16
L2SPAN037,cancion ,1,0,0,L2SPANISH,f,s,6,16
L2SPAN037,respiracion,0,0,1,L2SPANISH,nf,s,2,16
L2SPAN037,hermandad,0,0,0,L2SPANISH,nf,s,1,16
L2SPAN037,inundaciones,0,0,1,L2SPANISH,nf,p,2,16
L2SPAN037,respiraciones,0,0,0,L2SPANISH,nf,p,2,16
L2SPAN037,habitaciones,0,0,0,L2SPANISH,f,p,4,16
L2SPAN037,soledades,0,0,0,L2SPANISH,nf,p,3,16
L2SPAN037,habitacion,0,0,0,L2SPANISH,f,s,5,16
L2SPAN037,oraciones,0,0,0,L2SPANISH,f,p,5,16
L2SPAN037,soledad,0,0,0,L2SPANISH,nf,s,2,16
L2SPAN037,ciudades,1,1,1,L2SPANISH,f,p,6,16
L2SPAN037,inundacion,0,0,0,L2SPANISH,nf,s,2,16
L2SPAN037,canciones,1,0,0,L2SPANISH,f,p,5,16
L2SPAN038,ciudad,1,1,1,L2SPANISH,f,s,7,35
L2SPAN038,hermandades,1,1,0,L2SPANISH,nf,p,5,35
L2SPAN038,oracion,1,1,1,L2SPANISH,f,s,8,35
L2SPAN038,cancion ,1,1,1,L2SPANISH,f,s,8,35
L2SPAN038,respiracion,1,1,1,L2SPANISH,nf,s,6,35
L2SPAN038,hermandad,1,1,1,L2SPANISH,nf,s,3,35
L2SPAN038,inundaciones,1,1,0,L2SPANISH,nf,p,3,35
L2SPAN038,respiraciones,1,1,0,L2SPANISH,nf,p,3,35
L2SPAN038,habitaciones,1,1,1,L2SPANISH,f,p,6,35
L2SPAN038,soledades,1,1,1,L2SPANISH,nf,p,2,35
L2SPAN038,habitacion,1,1,1,L2SPANISH,f,s,7,35
L2SPAN038,oraciones,1,1,1,L2SPANISH,f,p,7,35
L2SPAN038,soledad,1,1,1,L2SPANISH,nf,s,2,35
L2SPAN038,ciudades,0,1,1,L2SPANISH,f,p,7,35
L2SPAN038,inundacion,1,1,1,L2SPANISH,nf,s,3,35
L2SPAN038,canciones,1,1,1,L2SPANISH,f,p,7,35
L2SPAN040,ciudad,1,0,1,L2SPANISH,f,s,8,26
L2SPAN040,hermandades,0,0,0,L2SPANISH,nf,p,2,26
L2SPAN040,oracion,1,1,0,L2SPANISH,f,s,7,26
L2SPAN040,cancion ,1,0,1,L2SPANISH,f,s,7,26
L2SPAN040,respiracion,1,1,0,L2SPANISH,nf,s,2,26
L2SPAN040,hermandad,0,0,0,L2SPANISH,nf,s,2,26
L2SPAN040,inundaciones,1,1,0,L2SPANISH,nf,p,3,26
L2SPAN040,respiraciones,0,0,1,L2SPANISH,nf,p,3,26
L2SPAN040,habitaciones,0,0,0,L2SPANISH,f,p,6,26
L2SPAN040,soledades,0,0,0,L2SPANISH,nf,p,2,26
L2SPAN040,habitacion,0,0,0,L2SPANISH,f,s,6,26
L2SPAN040,oraciones,0,0,0,L2SPANISH,f,p,7,26
L2SPAN040,soledad,0,0,0,L2SPANISH,nf,s,2,26
L2SPAN040,ciudades,0,0,1,L2SPANISH,f,p,7,26
L2SPAN040,inundacion,1,0,0,L2SPANISH,nf,s,2,26
L2SPAN040,canciones,0,0,1,L2SPANISH,f,p,6,26
L2SPAN041,ciudad,1,1,1,L2SPANISH,f,s,9,20
L2SPAN041,hermandades,0,0,0,L2SPANISH,nf,p,1,20
L2SPAN041,oracion,0,0,0,L2SPANISH,f,s,5,20
L2SPAN041,cancion ,1,0,0,L2SPANISH,f,s,5,20
L2SPAN041,respiracion,1,0,0,L2SPANISH,nf,s,1,20
L2SPAN041,hermandad,1,1,0,L2SPANISH,nf,s,1,20
L2SPAN041,inundaciones,1,0,0,L2SPANISH,nf,p,1,20
L2SPAN041,respiraciones,1,0,0,L2SPANISH,nf,p,1,20
L2SPAN041,habitaciones,0,1,0,L2SPANISH,f,p,4,20
L2SPAN041,soledades,0,1,0,L2SPANISH,nf,p,1,20
L2SPAN041,habitacion,1,1,1,L2SPANISH,f,s,5,20
L2SPAN041,oraciones,1,1,0,L2SPANISH,f,p,5,20
L2SPAN041,soledad,0,1,0,L2SPANISH,nf,s,1,20
L2SPAN041,ciudades,1,1,1,L2SPANISH,f,p,6,20
L2SPAN041,inundacion,1,1,0,L2SPANISH,nf,s,2,20
L2SPAN041,canciones,1,0,0,L2SPANISH,f,p,6,20
L2SPAN042,ciudad,1,1,1,L2SPANISH,f,s,6,15
L2SPAN042,hermandades,0,0,0,L2SPANISH,nf,p,2,15
L2SPAN042,oracion,1,1,0,L2SPANISH,f,s,6,15
L2SPAN042,cancion ,1,1,1,L2SPANISH,f,s,6,15
L2SPAN042,respiracion,1,1,0,L2SPANISH,nf,s,7,15
L2SPAN042,hermandad,0,0,0,L2SPANISH,nf,s,2,15
L2SPAN042,inundaciones,1,1,1,L2SPANISH,nf,p,2,15
L2SPAN042,respiraciones,0,0,0,L2SPANISH,nf,p,2,15
L2SPAN042,habitaciones,0,0,1,L2SPANISH,f,p,6,15
L2SPAN042,soledades,0,0,1,L2SPANISH,nf,p,2,15
L2SPAN042,habitacion,0,0,0,L2SPANISH,f,s,6,15
L2SPAN042,oraciones,0,0,0,L2SPANISH,f,p,5,15
L2SPAN042,soledad,0,0,1,L2SPANISH,nf,s,2,15
L2SPAN042,ciudades,0,0,0,L2SPANISH,f,p,7,15
L2SPAN042,inundacion,1,0,1,L2SPANISH,nf,s,2,15
L2SPAN042,canciones,0,0,1,L2SPANISH,f,p,7,15
L2HEB001,naal,1,1,1,L2HEB,f,s,7,38
L2HEB001,eben,0,0,0,L2HEB,nf,s,2,38
L2HEB001,abanim,0,0,0,L2HEB,nf,p,2,38
L2HEB001,gfanim,0,0,0,L2HEB,nf,p,2,38
L2HEB001,naalaim,1,1,1,L2HEB,f,p,7,38
L2HEB001,kikar,0,0,0,L2HEB,nf,s,2,38
L2HEB001,derej,1,1,1,L2HEB,f,s,7,38
L2HEB001,jatzerim,0,0,0,L2HEB,nf,p,3,38
L2HEB001,guefen,0,0,0,L2HEB,nf,s,2,38
L2HEB001,raglaim,1,1,1,L2HEB,f,p,7,38
L2HEB001,drajim,1,1,1,L2HEB,f,p,2,38
L2HEB001,ir,1,1,1,L2HEB,f,s,7,38
L2HEB001,reguel,1,1,1,L2HEB,f,s,7,38
L2HEB001,kikarim,0,0,0,L2HEB,nf,p,2,38
L2HEB001,jatzer,0,0,0,L2HEB,nf,s,5,38
L2HEB001,arim,1,1,1,L2HEB,f,p,2,38
L2HEB002,naal,0,1,0,L2HEB,f,s,3,14
L2HEB002,eben,0,0,0,L2HEB,nf,s,1,14
L2HEB002,abanim,0,0,0,L2HEB,nf,p,1,14
L2HEB002,gfanim,0,0,0,L2HEB,nf,p,2,14
L2HEB002,naalaim,0,1,0,L2HEB,f,p,3,14
L2HEB002,kikar,0,0,0,L2HEB,nf,s,1,14
L2HEB002,derej,1,1,1,L2HEB,f,s,3,14
L2HEB002,jatzerim,0,0,0,L2HEB,nf,p,1,14
L2HEB002,guefen,0,1,0,L2HEB,nf,s,2,14
L2HEB002,raglaim,1,1,1,L2HEB,f,p,3,14
L2HEB002,drajim,0,0,0,L2HEB,f,p,1,14
L2HEB002,ir,1,1,0,L2HEB,f,s,5,14
L2HEB002,reguel,1,1,1,L2HEB,f,s,3,14
L2HEB002,kikarim,0,1,0,L2HEB,nf,p,1,14
L2HEB002,jatzer,0,0,0,L2HEB,nf,s,2,14
L2HEB002,arim,0,0,0,L2HEB,f,p,3,14
L2HEB003,naal,1,0,0,L2HEB,f,s,2,12
L2HEB003,eben,0,0,0,L2HEB,nf,s,3,12
L2HEB003,abanim,0,0,0,L2HEB,nf,p,4,12
L2HEB003,gfanim,0,0,0,L2HEB,nf,p,2,12
L2HEB003,naalaim,1,1,1,L2HEB,f,p,4,12
L2HEB003,kikar,1,0,0,L2HEB,nf,s,3,12
L2HEB003,derej,0,1,0,L2HEB,f,s,6,12
L2HEB003,jatzerim,1,0,0,L2HEB,nf,p,2,12
L2HEB003,guefen,0,0,0,L2HEB,nf,s,5,12
L2HEB003,raglaim,1,1,1,L2HEB,f,p,3,12
L2HEB003,drajim,0,0,0,L2HEB,f,p,3,12
L2HEB003,ir,1,1,1,L2HEB,f,s,7,12
L2HEB003,reguel,1,0,0,L2HEB,f,s,4,12
L2HEB003,kikarim,0,0,0,L2HEB,nf,p,3,12
L2HEB003,jatzer,0,0,0,L2HEB,nf,s,2,12
L2HEB003,arim,1,1,1,L2HEB,f,p,5,12
L2HEB004,naal,0,1,0,L2HEB,f,s,6,10
L2HEB004,eben,0,0,0,L2HEB,nf,s,4,10
L2HEB004,abanim,0,0,0,L2HEB,nf,p,3,10
L2HEB004,gfanim,0,0,0,L2HEB,nf,p,3,10
L2HEB004,naalaim,0,1,0,L2HEB,f,p,5,10
L2HEB004,kikar,0,0,0,L2HEB,nf,s,4,10
L2HEB004,derej,0,0,0,L2HEB,f,s,7,10
L2HEB004,jatzerim,0,0,0,L2HEB,nf,p,4,10
L2HEB004,guefen,0,0,0,L2HEB,nf,s,4,10
L2HEB004,raglaim,0,1,0,L2HEB,f,p,4,10
L2HEB004,drajim,0,0,0,L2HEB,f,p,3,10
L2HEB004,ir,1,1,0,L2HEB,f,s,6,10
L2HEB004,reguel,0,0,0,L2HEB,f,s,5,10
L2HEB004,kikarim,0,0,0,L2HEB,nf,p,3,10
L2HEB004,jatzer,0,0,0,L2HEB,nf,s,4,10
L2HEB004,arim,0,0,0,L2HEB,f,p,4,10
L2HEB005,naal,0,0,0,L2HEB,f,s,5,24
L2HEB005,eben,0,0,0,L2HEB,nf,s,2,24
L2HEB005,abanim,0,0,0,L2HEB,nf,p,4,24
L2HEB005,gfanim,0,0,0,L2HEB,nf,p,1,24
L2HEB005,naalaim,0,0,0,L2HEB,f,p,4,24
L2HEB005,kikar,0,0,0,L2HEB,nf,s,3,24
L2HEB005,derej,0,1,0,L2HEB,f,s,6,24
L2HEB005,jatzerim,0,0,0,L2HEB,nf,p,3,24
L2HEB005,guefen,0,0,0,L2HEB,nf,s,7,24
L2HEB005,raglaim,0,0,0,L2HEB,f,p,5,24
L2HEB005,drajim,0,0,0,L2HEB,f,p,5,24
L2HEB005,ir,1,1,0,L2HEB,f,s,6,24
L2HEB005,reguel,0,0,0,L2HEB,f,s,5,24
L2HEB005,kikarim,0,0,0,L2HEB,nf,p,3,24
L2HEB005,jatzer,0,0,0,L2HEB,nf,s,5,24
L2HEB005,arim,1,1,0,L2HEB,f,p,4,24
L2HEB006,naal,0,0,0,L2HEB,f,s,3,14
L2HEB006,eben,0,0,0,L2HEB,nf,s,2,14
L2HEB006,abanim,0,0,0,L2HEB,nf,p,2,14
L2HEB006,gfanim,0,0,0,L2HEB,nf,p,1,14
L2HEB006,naalaim,0,0,0,L2HEB,f,p,3,14
L2HEB006,kikar,0,0,0,L2HEB,nf,s,1,14
L2HEB006,derej,0,0,0,L2HEB,f,s,4,14
L2HEB006,jatzerim,0,0,0,L2HEB,nf,p,3,14
L2HEB006,guefen,0,0,0,L2HEB,nf,s,1,14
L2HEB006,raglaim,0,0,0,L2HEB,f,p,3,14
L2HEB006,drajim,0,0,0,L2HEB,f,p,3,14
L2HEB006,ir,1,1,1,L2HEB,f,s,5,14
L2HEB006,reguel,0,0,0,L2HEB,f,s,3,14
L2HEB006,kikarim,0,0,0,L2HEB,nf,p,2,14
L2HEB006,jatzer,0,0,0,L2HEB,nf,s,2,14
L2HEB006,arim,1,0,1,L2HEB,f,p,3,14
L2HEB007,naal,1,1,1,L2HEB,f,s,8,20
L2HEB007,eben,0,0,1,L2HEB,nf,s,5,20
L2HEB007,abanim,1,1,0,L2HEB,nf,p,7,20
L2HEB007,gfanim,0,0,0,L2HEB,nf,p,2,20
L2HEB007,naalaim,0,0,0,L2HEB,f,p,9,20
L2HEB007,kikar,0,0,,L2HEB,nf,s,2,20
L2HEB007,derej,0,0,0,L2HEB,f,s,9,20
L2HEB007,jatzerim,0,0,0,L2HEB,nf,p,2,20
L2HEB007,guefen,0,0,0,L2HEB,nf,s,7,20
L2HEB007,raglaim,0,0,0,L2HEB,f,p,9,20
L2HEB007,drajim,0,0,0,L2HEB,f,p,5,20
L2HEB007,ir,1,1,0,L2HEB,f,s,9,20
L2HEB007,reguel,0,0,0,L2HEB,f,s,8,20
L2HEB007,kikarim,0,0,0,L2HEB,nf,p,4,20
L2HEB007,jatzer,0,0,0,L2HEB,nf,s,4,20
L2HEB007,arim,1,1,0,L2HEB,f,p,8,20
L2HEB008,naal,0,1,0,L2HEB,f,s,5,5
L2HEB008,eben,0,0,0,L2HEB,nf,s,5,5
L2HEB008,abanim,0,0,0,L2HEB,nf,p,7,5
L2HEB008,gfanim,0,0,0,L2HEB,nf,p,7,5
L2HEB008,naalaim,0,0,0,L2HEB,f,p,9,5
L2HEB008,kikar,0,0,1,L2HEB,nf,s,5,5
L2HEB008,derej,0,0,0,L2HEB,f,s,7,5
L2HEB008,jatzerim,0,0,0,L2HEB,nf,p,4,5
L2HEB008,guefen,0,1,0,L2HEB,nf,s,9,5
L2HEB008,raglaim,0,1,0,L2HEB,f,p,9,5
L2HEB008,drajim,1,1,0,L2HEB,f,p,6,5
L2HEB008,ir,0,0,0,L2HEB,f,s,7,5
L2HEB008,reguel,0,1,0,L2HEB,f,s,6,5
L2HEB008,kikarim,0,0,0,L2HEB,nf,p,9,5
L2HEB008,jatzer,0,1,0,L2HEB,nf,s,5,5
L2HEB008,arim,0,0,0,L2HEB,f,p,4,5
L2HEB009,naal,1,1,0,L2HEB,f,s,3,11
L2HEB009,eben,1,0,0,L2HEB,nf,s,3,11
L2HEB009,abanim,1,0,0,L2HEB,nf,p,3,11
L2HEB009,gfanim,0,0,0,L2HEB,nf,p,2,11
L2HEB009,naalaim,0,0,0,L2HEB,f,p,2,11
L2HEB009,kikar,0,0,0,L2HEB,nf,s,2,11
L2HEB009,derej,0,0,0,L2HEB,f,s,6,11
L2HEB009,jatzerim,0,0,0,L2HEB,nf,p,4,11
L2HEB009,guefen,1,1,0,L2HEB,nf,s,2,11
L2HEB009,raglaim,0,0,0,L2HEB,f,p,7,11
L2HEB009,drajim,0,0,0,L2HEB,f,p,4,11
L2HEB009,ir,1,1,1,L2HEB,f,s,5,11
L2HEB009,reguel,0,0,0,L2HEB,f,s,7,11
L2HEB009,kikarim,0,0,0,L2HEB,nf,p,2,11
L2HEB009,jatzer,0,0,0,L2HEB,nf,s,4,11
L2HEB009,arim,1,1,1,L2HEB,f,p,5,11
L2HEB010,naal,0,0,0,L2HEB,f,s,9,25
L2HEB010,eben,0,0,0,L2HEB,nf,s,2,25
L2HEB010,abanim,0,0,0,L2HEB,nf,p,2,25
L2HEB010,gfanim,0,0,0,L2HEB,nf,p,1,25
L2HEB010,naalaim,0,0,0,L2HEB,f,p,9,25
L2HEB010,kikar,0,0,0,L2HEB,nf,s,7,25
L2HEB010,derej,0,0,0,L2HEB,f,s,9,25
L2HEB010,jatzerim,0,0,0,L2HEB,nf,p,2,25
L2HEB010,guefen,0,1,0,L2HEB,nf,s,1,25
L2HEB010,raglaim,0,0,0,L2HEB,f,p,9,25
L2HEB010,drajim,0,0,0,L2HEB,f,p,9,25
L2HEB010,ir,0,0,0,L2HEB,f,s,7,25
L2HEB010,reguel,0,0,0,L2HEB,f,s,9,25
L2HEB010,kikarim,0,0,0,L2HEB,nf,p,7,25
L2HEB010,jatzer,0,0,0,L2HEB,nf,s,2,25
L2HEB010,arim,0,0,0,L2HEB,f,p,7,25
L2HEB011,naal,0,1,1,L2HEB,f,s,6,19
L2HEB011,eben,0,0,0,L2HEB,nf,s,2,19
L2HEB011,abanim,0,0,0,L2HEB,nf,p,1,19
L2HEB011,gfanim,0,0,0,L2HEB,nf,p,1,19
L2HEB011,naalaim,1,1,1,L2HEB,f,p,6,19
L2HEB011,kikar,1,0,0,L2HEB,nf,s,3,19
L2HEB011,derej,1,1,0,L2HEB,f,s,5,19
L2HEB011,jatzerim,0,0,0,L2HEB,nf,p,1,19
L2HEB011,guefen,0,1,0,L2HEB,nf,s,1,19
L2HEB011,raglaim,1,1,1,L2HEB,f,p,6,19
L2HEB011,drajim,1,1,0,L2HEB,f,p,2,19
L2HEB011,ir,1,1,1,L2HEB,f,s,5,19
L2HEB011,reguel,1,1,1,L2HEB,f,s,6,19
L2HEB011,kikarim,1,1,0,L2HEB,nf,p,1,19
L2HEB011,jatzer,0,0,0,L2HEB,nf,s,1,19
L2HEB011,arim,1,1,1,L2HEB,f,p,3,19
L2HEB012,naal,1,1,1,L2HEB,f,s,7,31
L2HEB012,eben,1,1,1,L2HEB,nf,s,4,31
L2HEB012,abanim,1,1,1,L2HEB,nf,p,5,31
L2HEB012,gfanim,0,0,0,L2HEB,nf,p,2,31
L2HEB012,naalaim,1,1,1,L2HEB,f,p,8,31
L2HEB012,kikar,0,0,0,L2HEB,nf,s,5,31
L2HEB012,derej,1,1,1,L2HEB,f,s,6,31
L2HEB012,jatzerim,0,0,0,L2HEB,nf,p,3,31
L2HEB012,guefen,1,1,0,L2HEB,nf,s,3,31
L2HEB012,raglaim,1,1,1,L2HEB,f,p,5,31
L2HEB012,drajim,1,1,1,L2HEB,f,p,5,31
L2HEB012,ir,1,1,1,L2HEB,f,s,7,31
L2HEB012,reguel,1,1,1,L2HEB,f,s,7,31
L2HEB012,kikarim,0,0,0,L2HEB,nf,p,3,31
L2HEB012,jatzer,0,0,0,L2HEB,nf,s,4,31
L2HEB012,arim,1,1,1,L2HEB,f,p,6,31
L2HEB013,naal,0,0,1,L2HEB,f,s,7,39
L2HEB013,eben,0,0,0,L2HEB,nf,s,4,39
L2HEB013,abanim,0,0,0,L2HEB,nf,p,5,39
L2HEB013,gfanim,1,0,0,L2HEB,nf,p,1,39
L2HEB013,naalaim,1,1,1,L2HEB,f,p,6,39
L2HEB013,kikar,0,0,0,L2HEB,nf,s,2,39
L2HEB013,derej,0,1,1,L2HEB,f,s,8,39
L2HEB013,jatzerim,1,0,0,L2HEB,nf,p,4,39
L2HEB013,guefen,0,0,0,L2HEB,nf,s,7,39
L2HEB013,raglaim,1,1,1,L2HEB,f,p,6,39
L2HEB013,drajim,0,0,0,L2HEB,f,p,4,39
L2HEB013,ir,0,1,1,L2HEB,f,s,7,39
L2HEB013,reguel,1,1,1,L2HEB,f,s,6,39
L2HEB013,kikarim,0,0,0,L2HEB,nf,p,2,39
L2HEB013,jatzer,0,0,0,L2HEB,nf,s,6,39
L2HEB013,arim,0,0,0,L2HEB,f,p,3,39
L2HEB014,naal,0,0,0,L2HEB,f,s,5,14
L2HEB014,eben,0,0,0,L2HEB,nf,s,1,14
L2HEB014,abanim,0,0,0,L2HEB,nf,p,1,14
L2HEB014,gfanim,0,0,0,L2HEB,nf,p,1,14
L2HEB014,naalaim,0,0,0,L2HEB,f,p,4,14
L2HEB014,kikar,0,0,0,L2HEB,nf,s,1,14
L2HEB014,derej,0,0,0,L2HEB,f,s,1,14
L2HEB014,jatzerim,0,0,0,L2HEB,nf,p,3,14
L2HEB014,guefen,0,0,0,L2HEB,nf,s,1,14
L2HEB014,raglaim,0,0,0,L2HEB,f,p,5,14
L2HEB014,drajim,0,0,0,L2HEB,f,p,1,14
L2HEB014,ir,0,0,0,L2HEB,f,s,7,14
L2HEB014,reguel,0,0,0,L2HEB,f,s,5,14
L2HEB014,kikarim,0,0,0,L2HEB,nf,p,1,14
L2HEB014,jatzer,0,0,0,L2HEB,nf,s,3,14
L2HEB014,arim,0,0,0,L2HEB,f,p,2,14
L2HEB015,naal,0,0,1,L2HEB,f,s,6,26
L2HEB015,eben,0,0,0,L2HEB,nf,s,3,26
L2HEB015,abanim,1,0,0,L2HEB,nf,p,3,26
L2HEB015,gfanim,0,0,0,L2HEB,nf,p,2,26
L2HEB015,naalaim,0,1,0,L2HEB,f,p,7,26
L2HEB015,kikar,1,0,0,L2HEB,nf,s,5,26
L2HEB015,derej,0,0,0,L2HEB,f,s,9,26
L2HEB015,jatzerim,0,0,0,L2HEB,nf,p,1,26
L2HEB015,guefen,0,0,0,L2HEB,nf,s,4,26
L2HEB015,raglaim,0,0,0,L2HEB,f,p,7,26
L2HEB015,drajim,0,0,0,L2HEB,f,p,2,26
L2HEB015,ir,0,0,0,L2HEB,f,s,8,26
L2HEB015,reguel,0,0,0,L2HEB,f,s,7,26
L2HEB015,kikarim,0,0,0,L2HEB,nf,p,4,26
L2HEB015,jatzer,1,0,0,L2HEB,nf,s,1,26
L2HEB015,arim,0,0,0,L2HEB,f,p,5,26
L2HEB016,naal,0,0,0,L2HEB,f,s,1,11
L2HEB016,eben,1,1,0,L2HEB,nf,s,6,11
L2HEB016,abanim,0,1,0,L2HEB,nf,p,1,11
L2HEB016,gfanim,0,1,0,L2HEB,nf,p,1,11
L2HEB016,naalaim,0,1,0,L2HEB,f,p,9,11
L2HEB016,kikar,0,0,0,L2HEB,nf,s,1,11
L2HEB016,derej,0,1,0,L2HEB,f,s,1,11
L2HEB016,jatzerim,0,1,0,L2HEB,nf,p,1,11
L2HEB016,guefen,1,1,0,L2HEB,nf,s,1,11
L2HEB016,raglaim,0,0,0,L2HEB,f,p,9,11
L2HEB016,drajim,1,0,0,L2HEB,f,p,1,11
L2HEB016,ir,1,1,0,L2HEB,f,s,1,11
L2HEB016,reguel,1,1,0,L2HEB,f,s,9,11
L2HEB016,kikarim,0,1,0,L2HEB,nf,p,1,11
L2HEB016,jatzer,1,1,0,L2HEB,nf,s,1,11
L2HEB016,arim,1,1,0,L2HEB,f,p,1,11
L2HEB017,naal,0,0,0,L2HEB,f,s,5,21
L2HEB017,eben,0,0,0,L2HEB,nf,s,2,21
L2HEB017,abanim,0,0,0,L2HEB,nf,p,5,21
L2HEB017,gfanim,0,0,0,L2HEB,nf,p,5,21
L2HEB017,naalaim,0,0,0,L2HEB,f,p,5,21
L2HEB017,kikar,0,0,0,L2HEB,nf,s,2,21
L2HEB017,derej,0,0,0,L2HEB,f,s,5,21
L2HEB017,jatzerim,0,0,0,L2HEB,nf,p,3,21
L2HEB017,guefen,0,0,0,L2HEB,nf,s,5,21
L2HEB017,raglaim,0,0,0,L2HEB,f,p,5,21
L2HEB017,drajim,1,0,0,L2HEB,f,p,5,21
L2HEB017,ir,1,1,1,L2HEB,f,s,5,21
L2HEB017,reguel,0,0,0,L2HEB,f,s,5,21
L2HEB017,kikarim,0,0,0,L2HEB,nf,p,2,21
L2HEB017,jatzer,0,0,0,L2HEB,nf,s,3,21
L2HEB017,arim,0,0,0,L2HEB,f,p,5,21
L2HEB018,naal,0,0,0,L2HEB,f,s,8,38
L2HEB018,eben,0,0,0,L2HEB,nf,s,3,38
L2HEB018,abanim,0,0,0,L2HEB,nf,p,4,38
L2HEB018,gfanim,0,0,0,L2HEB,nf,p,3,38
L2HEB018,naalaim,0,0,0,L2HEB,f,p,8,38
L2HEB018,kikar,0,0,0,L2HEB,nf,s,3,38
L2HEB018,derej,1,1,1,L2HEB,f,s,9,38
L2HEB018,jatzerim,0,0,0,L2HEB,nf,p,4,38
L2HEB018,guefen,0,0,0,L2HEB,nf,s,3,38
L2HEB018,raglaim,0,0,0,L2HEB,f,p,8,38
L2HEB018,drajim,0,0,0,L2HEB,f,p,9,38
L2HEB018,ir,0,1,0,L2HEB,f,s,5,38
L2HEB018,reguel,0,0,0,L2HEB,f,s,8,38
L2HEB018,kikarim,0,0,0,L2HEB,nf,p,3,38
L2HEB018,jatzer,1,0,0,L2HEB,nf,s,5,38
L2HEB018,arim,0,0,0,L2HEB,f,p,4,38
L2HEB019,naal,0,0,0,L2HEB,f,s,1,36
L2HEB019,eben,0,0,0,L2HEB,nf,s,3,36
L2HEB019,abanim,0,0,0,L2HEB,nf,p,2,36
L2HEB019,gfanim,0,0,0,L2HEB,nf,p,1,36
L2HEB019,naalaim,0,0,0,L2HEB,f,p,7,36
L2HEB019,kikar,0,0,0,L2HEB,nf,s,2,36
L2HEB019,derej,0,0,0,L2HEB,f,s,5,36
L2HEB019,jatzerim,0,0,0,L2HEB,nf,p,1,36
L2HEB019,guefen,0,0,0,L2HEB,nf,s,7,36
L2HEB019,raglaim,1,1,1,L2HEB,f,p,3,36
L2HEB019,drajim,0,0,0,L2HEB,f,p,2,36
L2HEB019,ir,1,1,1,L2HEB,f,s,3,36
L2HEB019,reguel,1,1,0,L2HEB,f,s,4,36
L2HEB019,kikarim,0,0,0,L2HEB,nf,p,1,36
L2HEB019,jatzer,1,0,0,L2HEB,nf,s,3,36
L2HEB019,arim,1,1,1,L2HEB,f,p,3,36
L2HEB020,naal,1,1,1,L2HEB,f,s,5,42
L2HEB020,eben,0,0,0,L2HEB,nf,s,3,42
L2HEB020,abanim,1,1,1,L2HEB,nf,p,3,42
L2HEB020,gfanim,0,0,0,L2HEB,nf,p,1,42
L2HEB020,naalaim,1,1,1,L2HEB,f,p,5,42
L2HEB020,kikar,0,0,0,L2HEB,nf,s,2,42
L2HEB020,derej,1,1,1,L2HEB,f,s,5,42
L2HEB020,jatzerim,0,0,0,L2HEB,nf,p,1,42
L2HEB020,guefen,0,0,0,L2HEB,nf,s,7,42
L2HEB020,raglaim,1,1,1,L2HEB,f,p,6,42
L2HEB020,drajim,1,1,1,L2HEB,f,p,5,42
L2HEB020,ir,1,1,1,L2HEB,f,s,5,42
L2HEB020,reguel,1,1,1,L2HEB,f,s,5,42
L2HEB020,kikarim,0,0,0,L2HEB,nf,p,1,42
L2HEB020,jatzer,0,0,0,L2HEB,nf,s,3,42
L2HEB020,arim,1,1,1,L2HEB,f,p,5,42
L2HEB021,naal,1,1,1,L2HEB,f,s,3,47
L2HEB021,eben,0,0,0,L2HEB,nf,s,3,47
L2HEB021,abanim,0,0,0,L2HEB,nf,p,3,47
L2HEB021,gfanim,0,0,0,L2HEB,nf,p,3,47
L2HEB021,naalaim,1,1,1,L2HEB,f,p,3,47
L2HEB021,kikar,0,0,0,L2HEB,nf,s,3,47
L2HEB021,derej,1,1,1,L2HEB,f,s,5,47
L2HEB021,jatzerim,0,0,0,L2HEB,nf,p,3,47
L2HEB021,guefen,0,0,0,L2HEB,nf,s,6,47
L2HEB021,raglaim,1,1,1,L2HEB,f,p,3,47
L2HEB021,drajim,1,1,1,L2HEB,f,p,5,47
L2HEB021,ir,1,1,1,L2HEB,f,s,5,47
L2HEB021,reguel,1,1,1,L2HEB,f,s,3,47
L2HEB021,kikarim,0,0,0,L2HEB,nf,p,3,47
L2HEB021,jatzer,0,0,0,L2HEB,nf,s,3,47
L2HEB021,arim,1,1,1,L2HEB,f,p,3,47
L2HEB022,naal,0,0,0,L2HEB,f,s,1,9
